objID,RA,DEC,PGC,HUBBLE,TYPE
1237679459213246488,14.912542,18.843528,PGC  3558,PSBR3..,3.0
1237679459213705364,16.078231,18.696544,PGC  3821,.S?....,-99.0
1237679459218686024,28.004583,17.535833,PGC  6902,.SB.8..,8.0
1237679459218751527,28.115663,17.51267,PGC  6940,.L.....,-2.0
1237679459219800184,30.643375,17.167722,PGC  7770,.S..3..,3.0
1237679459752935468,21.772869,18.598785,PGC  5403,.S..0..,0.0
1237679459754573952,25.637708,18.305694,PGC  6294,.I..9..,10.0
1237679459756474515,30.196167,17.713722,PGC  7637,.S..6*.,6.0
1237679460289347730,20.697417,19.309083,PGC  5020,.S..6*.,6.0
1237679460289806443,21.8856347,19.1788331,PGC  5435,.P.....,99.0
1237679460290461902,23.376792,19.028694,PGC  5799,.S..6*.,6.0
1237679460291838151,26.691206,18.574262,PGC  6524,.L...?.,-2.0
1237679460825890843,19.887792,19.71175,PGC  4778,PSBS4..,4.0
1237679461366759431,29.55832,19.099973,PGC  7421,.L.....,-2.0
1237679461366825013,29.831583,19.007528,PGC  7525,.SAS3..,3.0
1237679461366825016,29.806833,18.954667,PGC  7517,.E.3.*.,-5.0
1237679461898584297,17.483625,20.771361,PGC  4148,.S..6*.,6.0
1237679461901992179,25.81136,19.97546,PGC  6337,.I..9..,10.0
1237679461904613382,31.984875,19.170972,PGC  8135,.SB?...,-99.0
1237679476390690960,345.661083,20.31675,PGC 70320,.S?....,-99.0
1237679476393836591,353.353417,21.130056,PGC 71740,.S..2..,2.0
1237679476393836692,353.289958,21.237306,PGC 71731,.S..6*.,6.0
1237679476394164368,354.127375,21.147111,PGC 71884,.E...?.,-5.0
1237679476394164369,354.104538,21.150601,PGC 71875,.S?....,-99.0
1237679476397441210,2.260296,21.62453,PGC   661,.S..1..,1.0
1237679476399538406,7.432125,21.476833,PGC  1817,.S?....,-99.0
1237679476400193634,9.041917,21.464556,PGC  2159,.S..4..,4.0
1237679476400259265,9.1877,21.566049,PGC  2194,.S?....,-99.0
1237679476403470434,17.017162,21.12045,PGC  4019,.L..-*.,-3.0
1237679476403470794,17.058333,21.098611,PGC  4029,.S..9*.,9.0
1237679476404846767,20.404,20.919833,PGC  4928,.S..4..,4.0
1237679476408123493,28.341926,19.953629,PGC  7004,.S..1..,1.0
1237679476408188954,28.411838,19.840409,PGC  7019,.L...?.,-2.0
1237679476408975490,30.300792,19.67525,PGC  7663,.S..6*.,6.0
1237679476930248927,352.282167,21.564167,PGC 71568,.I..9*.,10.0
1237679476933722181,0.7900927,21.9601567,PGC   207,.P.....,99.0
1237679476934705336,3.199875,22.023389,PGC   865,.S?....,-99.0
1237679476935557156,5.231,21.866028,PGC  1333,.S?....,-99.0
1237679476938506369,12.492583,21.717639,PGC  2914,.S..6*.,6.0
1237679476941324358,19.439708,21.416167,PGC  4655,.S..2..,2.0
1237679477470068997,359.471208,22.355972,PGC 73053,.S..6*.,6.0
1237679477471510753,3.065542,22.321806,PGC   847,.S..1..,1.0
1237679477472428096,5.295208,22.357194,PGC  1351,.LA.-*.,-2.5
1237679477472428187,5.343333,22.433611,PGC  1371,.E.....,-5.0
1237679477472493708,5.464167,22.4,PGC  1405,.SXS5P.,5.0
1237679477472559112,5.513458,22.408083,PGC  1412,.S?....,-99.0
1237679477476753757,15.96,22.027778,PGC  3784,.SB.6?.,6.0
1237679477476884727,16.258333,22.084614,PGC  3849,.SB?...,-99.0
1237679477478326316,19.821667,21.762806,PGC  4738,.S..3..,3.0
1237679477479505968,22.694333,21.440417,PGC  5634,.SBT5..,5.0
1237679477479637123,23.067083,21.410806,PGC  5725,.SB?...,-99.0
1237679477479899289,23.709,21.418444,PGC  5874,.SBR5..,5.0
1237679477481996308,28.695625,20.698222,PGC  7098,.S?....,-99.0
1237679478002876609,349.377583,22.126889,PGC 70957,,-99.0
1237679478003990852,352.182583,22.236722,PGC 71546,.SXS8..,8.0
1237679478011199631,10.045042,22.715806,PGC  2416,.SB?...,-99.0
1237679478012379370,12.92725,22.513528,PGC  3027,,-99.0
1237679478013558821,15.818292,22.342667,PGC  3763,.SB..P.,-99.0
1237679478538240084,345.693333,22.095944,PGC 70322,.S..6*.,6.0
1237679478539943971,349.800875,22.435444,PGC 71053,.S..1..,1.0
1237679478540665014,351.537917,22.787333,PGC 71424,,-99.0
1237679478540796099,351.916083,22.759007,PGC 71488,.SB.1..,1.0
1237679478541058356,352.560914,22.821018,PGC 71608,.S?....,-99.0
1237679478544400465,0.895917,23.200778,PGC   250,.S?....,-99.0
1237679478547153111,7.627563,23.11679,PGC  1863,,-99.0
1237679478553182290,22.657667,22.266444,PGC  5623,.S?....,-99.0
1237679478554624039,26.208333,21.882417,PGC  6409,.SB?...,-99.0
1237679478554624124,26.135333,21.930639,PGC  6395,,-99.0
1237679478555213962,27.673833,21.759917,PGC  6793,.SAT4..,4.0
1237679478556262428,30.134167,21.287556,PGC  7613,.S?....,-99.0
1237679479075307534,346.0109251,22.6243133,PGC 70378,.E.1.P$,-5.0
1237679479075307752,346.071625,22.540944,PGC 70392,.SB?...,-99.0
1237679479075635307,346.953625,22.710278,PGC 70537,.SX.3..,3.0
1237679479076225322,348.34525,22.852944,PGC 70719,,-99.0
1237679479076749558,349.6805,22.874167,PGC 71018,.S..6*.,6.0
1237679479077208218,350.698042,22.936806,PGC 71263,.S..7..,7.0
1237679479077929064,352.482873,23.2073,PGC 71595,,-99.0
1237679479078387956,353.659583,23.224417,PGC 71785,.S?....,-99.0
1237679479078649883,354.274833,23.320639,PGC 71905,,-99.0
1237679479081074784,0.409667,23.483639,PGC   120,RS.R6*P,6.0
1237679479081074836,0.424708,23.495889,PGC   129,.S?....,-99.0
1237679479082647749,4.288417,23.751389,PGC  1129,,-99.0
1237679479083171849,5.521208,23.736972,PGC  1413,.S..3..,3.0
1237679479085203541,10.727125,23.503056,PGC  2563,RSBR2..,2.0
1237679479085203545,10.704083,23.490167,PGC  2562,.S?....,-99.0
1237679479085924450,12.402625,23.573389,PGC  2892,.S?....,-99.0
1237679479085924451,12.392292,23.57825,PGC  2886,.S?....,-99.0
1237679479085924454,12.381667,23.595556,PGC  2888,.S?....,-99.0
1237679479085924455,12.386667,23.573611,PGC  2890,.S?....,-99.0
1237679479091363910,25.828375,22.420278,PGC  6335,,-99.0
1237679479092150298,27.743708,21.9975,PGC  6816,.L...$P,-2.0
1237679502161412135,336.132116,16.588164,PGC 68786,.SB.1..,1.0
1237679502164033688,342.3775,17.43375,PGC 69804,.SB?...,-99.0
1237679502165606735,346.061667,17.898889,PGC 70387,.S..7..,7.0
1237679502167900226,351.636583,18.266611,PGC 71442,,-99.0
1237679502170128536,356.923333,18.599444,PGC 72431,.I..9?.,10.0
1237679502171308051,359.755083,18.834056,PGC 73127,.S?....,-99.0
1237679502171701451,0.693208,18.886222,PGC   186,.SB.1..,1.0
1237679502179893325,20.45792,18.267676,PGC  4947,PSBS1..,1.0
1237679502180286617,21.402125,18.062694,PGC  5294,.S..6*.,6.0
1237679502183628934,29.361542,17.220639,PGC  7359,.S..4..,4.0
1237679502698742000,337.110125,17.147444,PGC 68942,.SAR4..,4.0
1237679502698742340,337.197333,17.015833,PGC 68961,.I..9..,10.0
1237679502703067386,347.499583,18.448056,PGC 70596,.I..9..,10.0
1237679502703984653,349.626083,18.68875,PGC 71006,.S?....,-99.0
1237679502703984803,349.68137,18.698365,PGC 71019,.S?....,-99.0
1237679502708965530,1.709833,19.321917,PGC   517,.SX.4..,4.0
1237679502717878375,23.177208,18.317111,PGC  5761,.I..9..,10.0
1237679502720172066,28.630076,17.674247,PGC  7073,.S?....,-99.0
1237679502720303236,29.036917,17.641278,PGC  7229,.SX.4..,4.0
1237679502720368974,29.178708,17.710722,PGC  7281,.S..8*.,8.0
1237679502721548400,31.890458,17.202639,PGC  8109,.S?....,-99.0
1237679503235613019,337.136408,17.470327,PGC 68946,.S?....,-99.0
1237679503240527878,348.816699,18.961797,PGC 70830,.LA.-..,-3.0
1237679503240527881,348.764185,18.973441,PGC 70819,PSXS0*P,0.0
1237679503240528114,348.887893,19.048163,PGC 70842,.E?....,-99.0
1237679503240528131,348.909294,18.919706,PGC 70844,.E?....,-99.0
1237679503243411493,355.756833,19.424083,PGC 72193,.I..9*.,10.0
1237679503244722337,358.91425,19.515722,PGC 72888,.S..6*.,6.0
1237679503245771027,1.579792,19.734833,PGC   458,.SX.8*.,8.0
1237679503246753874,3.969036,19.774241,PGC  1052,.L?....,-99.0
1237679503249899624,11.554708,19.489917,PGC  2699,.S..8*.,8.0
1237679503250096170,11.975125,19.596833,PGC  2806,.S..5..,5.0
1237679503251407000,15.216458,19.475814,PGC  3639,.S..9*.,9.0
1237679503253700618,20.678481,19.032545,PGC  5012,.L...*.,-2.0
1237679503256649815,27.721667,18.302778,PGC  6814,.S..4..,4.0
1237679503256715334,27.94742,18.18742,PGC  6889,.SB.6*.,6.0
1237679503256977539,28.556292,18.101778,PGC  7059,.S..6*.,6.0
1237679503257043117,28.698333,18.143056,PGC  7104,.SB.7*.,7.0
1237679503257174034,28.970882,18.044528,PGC  7209,.L.....,-2.0
1237679503257501829,29.825667,18.010139,PGC  7519,.SB?...,-99.0
1237679503774646339,342.203292,18.563194,PGC 69770,.S?....,-99.0
1237679503775629437,344.615202,18.918755,PGC 70149,.L...*.,-2.0
1237679503776546827,346.692792,19.122083,PGC 70492,.S..1*/,1.3
1237679503778251063,350.920792,19.569444,PGC 71310,.SB.3..,3.0
1237679503782117463,0.158312,20.059209,PGC    53,.S..7..,7.0
1237679503784083594,4.998708,20.004972,PGC  1286,.SB?...,-99.0
1237679503784149161,5.202747,20.03154,PGC  1330,.SX.1..,1.0
1237679503784804493,6.809411,20.071926,PGC  1676,.S?....,-99.0
1237679503790571601,20.697417,19.309083,PGC  5020,.S..6*.,6.0
1237679503790964759,21.72682,19.214696,PGC  5395,.L?....,-99.0
1237679503794700294,30.622208,18.373,PGC  7763,.L..-*.,-3.0
1237679504310075660,338.70575,18.6385,PGC 69215,.S..6*.,6.0
1237679504310403227,339.380375,18.792528,PGC 69351,.S?....,-99.0
1237679504310730847,340.307917,18.791472,PGC 69479,.S?....,-99.0
1237679504312303825,344.065958,19.384333,PGC 70054,.S..6*.,6.0
1237679504313221218,346.235542,19.552222,PGC 70417,,-99.0
1237679504316432521,353.92925,20.289056,PGC 71838,.S?....,-99.0
1237679504321151199,5.563667,20.60775,PGC  1422,.S..8*.,8.0
1237679504327245969,20.383292,19.875111,PGC  4926,.S..3..,3.0
1237679504328228890,22.647667,19.608543,PGC  5621,.L..-*.,-3.0
1237679504330391627,27.901042,19.1035,PGC  6872,.SB.3..,3.0
1237679504331636754,30.834167,18.629611,PGC  7826,.SXS5..,5.0
1237679504847208769,339.223706,19.143864,PGC 69311,.S..3..,3.0
1237679504849961003,345.826667,19.955806,PGC 70349,.SB.3..,3.0
1237679504850944034,348.216083,20.248417,PGC 70703,.L.....,-2.0
1237679504856973338,2.929812,20.975407,PGC   814,,-99.0
1237679504868376853,30.570292,19.179861,PGC  7750,.S..8*.,8.0
1237679504868966448,32.12875,18.995333,PGC  8171,,-99.0
1237679540822016194,17.483625,20.771361,PGC  4148,.S..6*.,6.0
1237679540825489578,25.81136,19.97546,PGC  6337,.I..9..,10.0
1237679540828045330,31.984875,19.170972,PGC  8135,.SB?...,-99.0
1237679540828110869,32.12875,18.995333,PGC  8171,,-99.0
1237679541353906237,5.231,21.866028,PGC  1333,.S?....,-99.0
1237679541354430659,6.560983,21.807306,PGC  1633,.SBR1..,1.0
1237679541357248523,13.393235,21.513335,PGC  3149,,-99.0
1237679541357314161,13.678458,21.522639,PGC  3219,.S?....,-99.0
1237679541358493939,16.586083,21.373667,PGC  3906,.I..9*.,10.0
1237679541359870079,19.874792,21.150889,PGC  4751,.SAR4..,4.0
1237679541360066710,20.404,20.919833,PGC  4928,.S..4..,4.0
1237679541363474548,28.636042,20.064917,PGC  7085,.SB.6*.,6.0
1237679541363802141,29.373292,19.919083,PGC  7362,.S..6*.,6.0
1237679541363802269,29.399083,19.876833,PGC  7371,.S..6*.,6.0
1237679541364195387,30.300792,19.67525,PGC  7663,.S..6*.,6.0
1237679541364326521,30.580083,19.65875,PGC  7756,.S..3..,3.0
1237679541364392018,30.81181,19.724746,PGC  7821,.E.....,-5.0
1237679541364457633,30.984167,19.668694,PGC  7864,PSBS3*.,3.0
1237679541889007771,0.839458,22.102944,PGC   227,.S?....,-99.0
1237679541889138886,1.276792,22.189083,PGC   355,,-99.0
1237679541889990668,3.234774,22.100317,PGC   867,.L..-*.,-3.0
1237679541892022306,8.26775,22.202167,PGC  1997,.S?....,-99.0
1237679541894054047,13.289042,21.926667,PGC  3120,.S..6*.,6.0
1237679541895103091,15.97917,21.885,PGC  3792,.I?....,-99.0
1237679541899755622,27.312458,20.711306,PGC  6675,.SB.8..,8.0
1237679542425944144,1.06125,22.588611,PGC   298,.SB.6*.,6.0
1237679542426140736,1.48375,22.492583,PGC   431,.SB.6*.,6.0
1237679542427320655,4.385,22.513056,PGC  1153,,-99.0
1237679542427648070,5.171625,22.592444,PGC  1328,.S?....,-99.0
1237679542427713663,5.370958,22.505861,PGC  1382,.S?....,-99.0
1237679542430400526,11.984667,22.372889,PGC  2813,,-99.0
1237679542430728360,12.92725,22.513528,PGC  3027,,-99.0
1237679542431907882,15.818292,22.342667,PGC  3763,.SB..P.,-99.0
1237679542432104573,16.217833,22.315139,PGC  3841,.SB?...,-99.0
1237679542434070787,21.153625,21.883194,PGC  5197,.S?....,-99.0
1237679542435184644,23.709,21.418444,PGC  5874,.SBR5..,5.0
1237679542963601470,2.983208,23.023528,PGC   828,,-99.0
1237679542964518969,5.322917,23.090861,PGC  1362,.SXS5..,5.0
1237679542965764258,8.378458,22.902861,PGC  2021,.S?....,-99.0
1237679542967402548,12.411862,22.93231,PGC  2894,.S?....,-99.0
1237679542970810525,20.803226,22.255761,PGC  5063,.SB?...,-99.0
1237679542974087236,28.852817,21.286118,PGC  7163,.L..-*.,-3.0
1237679542974152815,28.902475,21.317656,PGC  7180,.L.....,-2.0
1237679542974611610,30.099042,21.10825,PGC  7602,.S?....,-99.0
1237679542974808088,30.499609,21.096486,PGC  7726,.S?....,-99.0
1237679543499423829,0.409667,23.483639,PGC   120,RS.R6*P,6.0
1237679543501193327,4.752375,23.476528,PGC  1231,.S..6*.,6.0
1237679543502110930,7.053458,23.455389,PGC  1733,,-99.0
1237679543502569502,8.135208,23.395083,PGC  1971,.SB.6?.,6.0
1237679543502635214,8.399625,23.397806,PGC  2023,.S?....,-99.0
1237679543502831640,8.783542,23.317611,PGC  2106,,-99.0
1237679543510302865,27.353583,21.997306,PGC  6690,.SBS3*/,3.0
1237679543510368281,27.447042,21.970861,PGC  6719,.E+..P*,-4.0
1237679543510499493,27.785667,21.912806,PGC  6833,.SXS5..,5.0
1237679543511941125,31.187625,21.434528,PGC  7925,.S..2..,2.0
1237679543512399983,32.38575,21.247083,PGC  8245,.S..7..,7.0
1237679562290495543,355.166083,26.236417,PGC 72087,.S..9*.,9.0
1237679562290626643,355.572125,26.23175,PGC 72165,.E.....,-5.0
1237679562291282175,357.190833,26.387944,PGC 72487,.S..4..,4.0
1237679562294427670,5.277378,26.513319,PGC  1347,.S?....,-99.0
1237679562296983766,11.710042,26.4755,PGC  2739,.I..9?.,10.0
1237679562297114818,12.069458,26.467194,PGC  2828,,-99.0
1237679562304192517,29.815542,24.416611,PGC  7521,,-99.0
1237679562304258160,29.980375,24.312222,PGC  7562,,-99.0
1237679562304258210,30.062333,24.252778,PGC  7588,.SBT5..,5.0
1237679562304651278,30.906208,24.0755,PGC  7841,.SB?...,-99.0
1237679562304651550,31.02125,24.208333,PGC  7871,.I..9..,10.0
1237679562305699982,33.556083,23.622764,PGC  8569,,-99.0
1237679562827170026,354.625667,26.597472,PGC 71986,.I?....,-99.0
1237679562828153161,357.2565,26.788472,PGC 72506,.SB.3..,3.0
1237679562828873898,358.960292,26.84875,PGC 72897,,-99.0
1237679562829398235,0.410083,26.923167,PGC   121,,-99.0
1237679562829725760,1.185625,26.832472,PGC   323,,-99.0
1237679562830053421,2.042792,27.00425,PGC   617,.SB?...,-99.0
1237679562830643357,3.485417,26.9675,PGC   912,.SB.6*.,6.0
1237679562833592343,11.052792,26.845083,PGC  2627,.I..9*.,10.0
1237679562835296357,15.493917,26.486722,PGC  3694,,-99.0
1237679562835361957,15.600292,26.621528,PGC  3713,,-99.0
1237679562838114638,22.53125,25.863889,PGC  5600,.S..9*.,9.0
1237679562838179903,22.709542,25.915083,PGC  5640,.S?....,-99.0
1237679563364040733,354.661676,27.011352,PGC 71991,.E...*.,-5.0
1237679563364040734,354.623,27.0322,PGC 71985,.E+..P*,-4.3
1237679563364040737,354.62225,26.978361,PGC 71984,.E...*.,-5.0
1237679563364106278,354.799625,27.115333,PGC 72024,.SBS3..,3.0
1237679563364172080,355.0034954,27.1337147,PGC 72064,.E.....,-5.0
1237679563364434090,355.660083,27.091861,PGC 72179,.S?....,-99.0
1237679563364434143,355.693375,27.052944,PGC 72182,.S..0..,0.0
1237679563365220423,357.744083,27.147389,PGC 72605,.E.....,-5.0
1237679563365220429,357.717333,27.166278,PGC 72596,.SB?...,-99.0
1237679563365220491,357.697875,27.288,PGC 72600,,-99.0
1237679563365286166,357.749917,27.219056,PGC 72607,.S?....,-99.0
1237679563365417118,358.184042,27.132367,PGC 72716,.LB....,-2.0
1237679563365810207,359.143458,27.200694,PGC 72968,,-99.0
1237679563366465611,0.871781,27.351644,PGC   240,PSBS0..,0.0
1237679563366727775,1.451708,27.449417,PGC   415,.SB?...,-99.0
1237679563367645296,3.933079,27.444299,PGC  1044,.L.....,-2.0
1237679563368366171,5.795417,27.432222,PGC  1491,.S?....,-99.0
1237679563368890526,7.089583,27.373,PGC  1743,.SB.4..,4.0
1237679563370332324,10.741556,27.253483,PGC  2575,.L?....,-99.0
1237679563376689313,26.948875,25.573528,PGC  6586,,-99.0
1237679563377934433,30.111894,25.082654,PGC  7606,.L...*.,-2.0
1237679563902353649,358.3265,27.705389,PGC 72751,,-99.0
1237679563903729683,1.816,27.708083,PGC   564,.SAS3*.,3.0
1237679563903729686,1.821292,27.678361,PGC   567,.S..2..,1.5
1237679563903860841,2.267875,27.729417,PGC   660,.LX.-./,-3.0
1237679563903926469,2.450792,27.832306,PGC   690,.S..3..,3.0
1237679563904188617,3.039042,27.910361,PGC   835,.S?....,-99.0
1237679563904647301,4.223923,27.848334,PGC  1113,.SB.3*.,3.0
1237679563907661899,12.00625,27.623639,PGC  2819,RLAR+*.,-1.0
1237679563907727543,12.144375,27.692444,PGC  2844,.S..6P*,6.0
1237679563911069706,20.669875,26.868389,PGC  5011,,-99.0
1237679563911069707,20.679458,26.866722,PGC  5015,,-99.0
1237679563916116306,33.440958,24.890611,PGC  8535,.I..9?.,10.0
1237679563916378295,34.087,24.888417,PGC  8681,.SAS6..,6.0
1237679564440862865,2.508292,28.210139,PGC   707,.S..3..,3.0
1237679564440862907,2.512583,28.150306,PGC   709,.S?....,-99.0
1237679564442173669,5.972667,28.333056,PGC  1516,.S..3..,3.0
1237679564444401930,11.76575,28.067417,PGC  2752,,-99.0
1237679564444532910,12.055705,27.988675,PGC  2827,,-99.0
1237679564452528136,32.309167,25.570778,PGC  8220,.L?....,-99.0
1237679564453183652,33.933708,25.206583,PGC  8642,.S?....,-99.0
1237679564975177856,355.956833,28.339222,PGC 72233,.SB?...,-99.0
1237679564975571173,356.851792,28.393528,PGC 72411,.S?....,-99.0
1237679564975964281,357.991,28.568222,PGC 72667,,-99.0
1237679564976160867,358.486417,28.492667,PGC 72792,.E...?.,-5.0
1237679564976619689,359.552583,28.464222,PGC 73079,.S?....,-99.0
1237679564977799205,2.648492,28.681738,PGC   748,.L.....,-2.0
1237679564977799238,2.68025,28.565694,PGC   762,.SB?...,-99.0
1237679564988743793,30.887,26.307222,PGC  7837,.S..0..,0.0
1237679564988809318,30.921083,26.276917,PGC  7843,,-99.0
1237679564989333679,32.237,26.035722,PGC  8198,.S..6*.,6.0
1237679564989792388,33.39125,25.8555,PGC  8520,.S..6*.,6.0
1237679579470364798,20.166708,30.393694,PGC  4850,.S..4..,4.0
1237679579474296887,30.320542,28.83725,PGC  7671,.SB.8*/,7.5
1237679579474624534,31.077292,28.655917,PGC  7888,,-99.0
1237679579475017876,32.016458,28.332139,PGC  8146,.S..4..,4.0
1237679580006777006,18.956667,31.08025,PGC  4561,.S..7..,7.0
1237679580006842378,19.061792,31.033833,PGC  4596,.SB.2..,2.0
1237679580007497777,20.868042,30.784472,PGC  5085,.S?....,-99.0
1237679580011495504,31.231917,28.987444,PGC  7934,.E.....,-5.0
1237679580547252255,28.426042,29.933167,PGC  7023,.SB?...,-99.0
1237679580547907888,30.180208,29.652167,PGC  7620,.S..9*.,9.0
1237679580548694104,32.143208,29.234028,PGC  8174,.S?....,-99.0
1237679580550070341,35.668625,28.465389,PGC  9034,.S?....,-99.0
1237679581080387624,18.734417,31.9485,PGC  4498,.S..0..,0.0
1237679581080846528,19.908375,31.654639,PGC  4770,.SBR3..,3.0
1237679581081501900,21.6399892,31.6163342,PGC  5364,.SXT4*.,4.0
1237679581081567275,21.895292,31.554722,PGC  5440,.S..6*.,6.0
1237679581083861076,27.950542,30.543528,PGC  6892,.L..-*.,-3.0
1237679581085302789,31.516792,29.793,PGC  8013,.L..-*.,-3.0
1237679581086613720,34.969667,29.03625,PGC  8882,.SXR5..,5.0
1237679581617586354,19.668833,32.256778,PGC  4699,.S?....,-99.0
1237679581620011021,26.03725,31.321028,PGC  6373,.L.....,-2.0
1237679581622698224,33.117875,29.857639,PGC  8449,.S..8..,8.0
1237679581623222338,34.391208,29.521861,PGC  8750,,-99.0
1237679582154522705,19.972458,32.467333,PGC  4782,.S..6*.,6.0
1237679582155374834,22.262333,32.33225,PGC  5545,.L.....,-2.0
1237679582155702340,23.055708,32.102611,PGC  5715,.S?....,-99.0
1237679582156161137,24.234292,31.985306,PGC  5986,.S..3..,3.0
1237679582158323774,29.899583,30.909917,PGC  7537,.S?....,-99.0
1237679582158717093,31.008792,30.832861,PGC  7873,.L.....,-2.0
1237679584303579337,103.052833,15.236583,PGC 19760,.L?....,-99.0
1237679584303579343,103.085583,15.249111,PGC 19763,.SBS2..,2.0
1237679585377059305,103.862083,15.934444,PGC 19863,.SA.8*.,8.0
1237679996084617225,335.913167,-3.431611,PGC 68743,.L..0..,-2.0
1237679996090581123,349.571667,-3.626667,PGC 71000,.S?....,-99.0
1237679996093137043,355.503542,-3.615167,PGC 72155,.S..3P*,2.6
1237679996093137044,355.447042,-3.667222,PGC 72139,.S.5$P/,5.0
1237679996621946951,337.062375,-2.884556,PGC 68933,.S..0P/,0.0
1237679996622864467,339.146056,-2.906783,PGC 69293,.SAS9..,9.0
1237679996626010245,346.281542,-3.2045,PGC 70429,PLX.+P*,-1.0
1237679996629090507,353.43525,-3.080417,PGC 71752,.SBS7..,7.0
1237679996629221476,353.666917,-3.152833,PGC 71786,.SXS4P*,4.0
1237679997163864234,348.592625,-2.728194,PGC 70779,.L..+P*,-1.0
1237679997163864304,348.611167,-2.69825,PGC 70781,.IBS9..,10.0
1237679997165371665,352.103042,-2.800278,PGC 71533,.SX.5..,5.0
1237679997165961225,353.315708,-2.702889,PGC 71728,.I..9P*,10.0
1237679997692477827,329.72475,-1.989306,PGC 67766,.S..4..,4.0
1237679997692805167,330.431216,-1.96055,PGC 67859,.L..0P*,-2.0
1237679997700800722,348.7735,-2.32475,PGC 70820,.SXR4*.,4.0
1237679997700866182,348.935292,-2.3815,PGC 70855,.L..-..,-3.0
1237679997700997154,349.155958,-2.330556,PGC 70901,PSBT1P?,0.7
1237679997704339485,356.828875,-2.3135,PGC 72404,.E?....,-99.0
1237679997704339488,356.849125,-2.35125,PGC 72409,.S?....,-99.0
1237679997704339489,356.845792,-2.300667,PGC 72408,.LX.-P*,-3.0
1237679998229020804,329.002463,-1.517051,PGC 67660,.E.....,-5.0
1237679998238261293,350.047833,-1.856583,PGC 71118,.SAS6*.,6.0
1237679998239703185,353.369958,-1.983694,PGC 71737,.S..2..,2.0
1237679998241079313,356.514458,-1.890889,PGC 72347,PSBT1*.,1.0
1237679998765957308,329.076458,-1.173528,PGC 67672,.SBS5..,5.0
1237680000377683993,33.6398442,-0.766693,PGC  8586,.SAS1*.,1.3
1237680000381878513,40.475917,5.948056,PGC 10215,.S..3..,3.0
1237680000913637383,31.864292,-2.091278,PGC  8098,.SBS1..,1.0
1237680000914358385,33.0820417,-0.8115278,PGC  8439,PSBR1*.,1.0
1237680000918225058,39.236708,5.452417,PGC  9917,.S..6*.,6.0
1237680001451229190,32.7765,-0.6557778,PGC  8356,,-99.0
1237680001455620150,39.830088,6.544001,PGC 10055,.L.....,-2.0
1237680001987641578,31.6771667,-0.8604722,PGC  8060,.SA.8*.,8.0
1237680001989279775,34.300114,1.705132,PGC  8725,,-99.0
1237680001991704654,38.217059,5.701094,PGC  9697,.L.....,-2.0
1237680001992097876,38.9142,6.272569,PGC  9854,.S..0..,0.0
1237680001992556762,39.676458,6.909278,PGC 10019,.S..3..,3.0
1237680002524512384,31.418,-0.6948333,PGC  7979,.S..6*.,6.0
1237680002524643418,31.719917,-0.518111,PGC  8067,,-99.0
1237680002525888520,33.607833,1.469833,PGC  8582,.S..8*.,8.0
1237680002526085309,33.974458,1.781806,PGC  8653,.SBT7*.,6.5
1237680002526281784,34.224424,2.20323,PGC  8707,.L..0*/,-2.0
1237680002528903255,38.411333,6.473306,PGC  9753,.S?....,-99.0
1237680003060858939,30.337394,-1.303185,PGC  7675,.S?....,-99.0
1237680003062366389,32.594117,1.200866,PGC  8302,.I..9*.,10.0
1237680043327488070,4.859692,6.449348,PGC  1255,.L.....,-2.0
1237680043327815760,5.60236,6.433803,PGC  1433,.L...*.,-2.0
1237680043328274455,6.609981,6.282455,PGC  1638,.SXS3..,3.0
1237680043864097079,4.292083,6.72,PGC  1131,.I..9*.,10.0
1237680043864162466,4.330833,6.723056,PGC  1139,.SBS6*.,6.0
1237680043864948802,6.249505,6.664762,PGC  1566,.SB.1..,1.0
1237680043866521616,9.859458,6.73425,PGC  2372,.S?....,-99.0
1237680043869274335,16.089583,6.646389,PGC  3819,.I..9*.,10.0
1237680043870519369,19.002583,6.637028,PGC  4585,.S..8*.,8.0
1237680043871043853,20.230833,6.574722,PGC  4862,.I..9..,10.0
1237680044400967684,4.184083,7.076083,PGC  1106,.S?....,-99.0
1237680044402802777,8.447575,7.2486,PGC  2027,.SB.1..,1.0
1237680044403327022,9.728042,7.056722,PGC  2325,.L?....,-99.0
1237680044403327061,9.72792,7.05972,PGC  2324,.S..2..,2.0
1237680044407324864,18.874167,6.884167,PGC  4539,.S..5..,5.0
1237680044407980215,20.365,7.018083,PGC  4921,.S.....,-99.0
1237680044938231892,5.083708,7.7005,PGC  1301,.S..4..,4.0
1237680044938297412,5.249833,7.622139,PGC  1346,.S..6*.,6.0
1237680045476479133,8.314333,7.905056,PGC  2003,.S..4..,4.0
1237680045477986345,11.816708,7.910028,PGC  2765,.S..0..,0.0
1237680045478313992,12.511458,7.918806,PGC  2922,.S..8*.,8.0
1237680045480869996,18.452551,7.783308,PGC  4425,,-99.0
1237680045482049616,21.146083,7.721167,PGC  5198,.S?....,-99.0
1237680046013153297,7.828551,8.474821,PGC  1914,.S?....,-99.0
1237680046013153299,7.849625,8.466833,PGC  1921,.SB?...,-99.0
1237680046013153451,7.872375,8.400611,PGC  1927,.S?....,-99.0
1237680046013153506,7.909667,8.390639,PGC  1934,.S..4..,4.0
1237680046014791836,11.621625,8.433167,PGC  2721,.S..5..,5.0
